address,zip_code,building_name,leasing_phone,leasing_email,website,numberofunits,year_built,number_stories,total_livable_area,market_value,owner_business_name,parcel_number,contact_confidence,source,active_listings_count,studio_count,br1_count,br2_count,br3plus_count,rent_min,rent_max,year_built_source,construction_era,website_source,lon,lat
1825 E Atlantic St,19134,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1920,2,32364,4715500,Keller Williams Main Line Realty,881000937,rentcast_candidate,rentcast,6,0,6,0,0,1750,1800,opa_backfill,Pre-1950,rentcast_api,-75.104485,40.000469
1849 E Venango St,19134,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1940,3,18834,1740400,Keller Williams Main Line Realty,881000863,rentcast_candidate,rentcast,5,0,5,0,0,1800,2000,opa_backfill,Pre-1950,rentcast_api,-75.10289,40.000538
5001 Frankford Ave,19124,,,,,,1950,3,19095,1612100,5001 FRANKFORD LLC,881000551,rentcast_candidate,rentcast,2,0,1,1,0,1295,1795,opa_backfill,1950-1979,,-75.080057,40.020311
1822 E Glenwood St,19134,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1925,4,40362,3479500,Keller Williams Main Line Realty,881164413,rentcast_candidate,rentcast,2,0,2,0,0,1800,2000,opa_backfill,Pre-1950,rentcast_api,-75.102898,40.00124
301 Market St,19106,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1900,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,3,0,3,0,0,1875,1895,rentcast_estimate,Pre-1950,rentcast_api,-75.145798,39.950367
1810 E Venango St,19134,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1930,5,49248,4147600,Keller Williams Main Line Realty,881001062,rentcast_candidate,rentcast,10,0,2,8,0,2500,2800,opa_backfill,Pre-1950,rentcast_api,-75.10392,40.000652
3450 J St,19134,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1915,4,25386,4004800,Keller Williams Main Line Realty,881142952,rentcast_candidate,rentcast,4,0,4,0,0,1700,2200,opa_backfill,Pre-1950,rentcast_api,-75.109032,40.000149
2930 Walnut St,19104,,2674358015,info@compass.com,http://jaimehyman.foxroach.com/,,2023,,,,COMPASS,,rentcast_candidate,rentcast,6,0,2,4,0,2745,5254,rentcast_estimate,2020+,rentcast_api,-75.18355,39.95161
8327 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2025,4,34164,6874400,Mgmt Residential,881000445,rentcast_candidate,rentcast,4,0,3,1,0,1550,2095,opa_backfill,2020+,rentcast_api,-75.238244,40.060749
2301 Frankford Ave,19125,,2153831439,khadeejahjohnson@gmail.com,http://ianwilson.foxroach.com/,,1875,,,,Madison Parke LLC,,rentcast_candidate,rentcast,2,0,2,0,0,1500,1500,rentcast_estimate,Pre-1950,rentcast_api,-75.128243,39.980402
7712-14 Watson St,19111,,2159698989,lende@comcast.net,,,1960,3,2376,435800,Home Solutions Realty Group Llc,881171710,rentcast_candidate,rentcast,6,0,6,0,0,1350,1500,opa_backfill,1950-1979,,-75.08242,40.068638
444 N 4th St,19123,,2152224412,realestate@orensbrothers.com,http://www.orensbrothers.com,,2009,,,,Orens Bros. Real Estate Inc.,,rentcast_candidate,rentcast,2,0,1,1,0,2600,2925,rentcast_estimate,2000-2009,rentcast_api,-75.145882,39.959217
5029 Penn St,19124,,2673505555,info@cbhearthside.com,http://www.cbhre.com,,1920,3,5868,498300,Coldwell Banker Hearthside-Regional Sales Center,881222350,rentcast_candidate,rentcast,2,0,2,0,0,950,1000,opa_backfill,Pre-1950,rentcast_api,-75.081078,40.02195
1534 Ridge Ave,19130,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2018,5,6954,1877300,Skale Real Estate,881000088,rentcast_candidate,rentcast,2,0,1,1,0,1575,2077,opa_backfill,2010-2019,derived_from_email,-75.163109,39.968792
5938 Henry Ave,19128,,6108223356,alexandria.stewart@cbpref.com,https://www.coldwellbankerhomes.com/pa/philadelphia/agent/alexandria-alex-stewart/aid_183566/,,2018,,,,COMPASS,,rentcast_candidate,rentcast,4,0,3,1,0,1450,2100,rentcast_estimate,2010-2019,rentcast_api,-75.208426,40.032928
600 N Broad St,19130,,2674358015,info@compass.com,https://www.tcsgroup.com/agent/liela-rushton/,,2011,,,,COMPASS,,rentcast_candidate,rentcast,5,0,2,3,0,1815,2615,rentcast_estimate,2010-2019,rentcast_api,-75.161855,39.964222
171 Grape St,19127,,,,,,2010,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1450,1575,rentcast_estimate,2010-2019,,-75.221478,40.026593
404 Fountain St,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2022,4,45600,8083500,Mgmt Residential,881000932,rentcast_candidate,rentcast,3,0,3,0,0,1450,1725,opa_backfill,2020+,rentcast_api,-75.224342,40.037811
3804 N Darien St,19140,,,,,,1940,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,775,800,rentcast_estimate,Pre-1950,,-75.142021,40.009895
2120-34 E York St,19125,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,2019,5,39956,9609200,Keller Williams Main Line Realty,881068779,rentcast_candidate,rentcast,4,0,4,0,0,1038,1406,opa_backfill,2010-2019,rentcast_api,-75.12825,39.98177
6618 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2022,5,48685,6929200,Mgmt Residential,881000097,rentcast_candidate,rentcast,4,0,2,2,0,1595,2100,opa_backfill,2020+,rentcast_api,-75.224213,40.039516
4106 Old York Rd,19140,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1940,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,3,0,3,0,0,950,950,rentcast_estimate,Pre-1950,derived_from_email,-75.14753,40.015282
2037 Spring Garden St,19130,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1890,,,,Jbmp Group,,rentcast_candidate,rentcast,2,0,2,0,0,1595,1797,rentcast_estimate,Pre-1950,rentcast_api,-75.172462,39.964161
2107-00 Green St,19130,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1920,,,,Jbmp Group,,rentcast_candidate,rentcast,2,0,2,0,0,1788,1895,rentcast_estimate,Pre-1950,rentcast_api,-75.172836,39.965496
4840 E Roosevelt Blvd,19124,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1925,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,rentcast_estimate,Pre-1950,derived_from_email,-75.095322,40.026855
3028 W Dauphin St,19132,,2156276005,clientservices@foxroach.com,https://societyhill.foxroach.com,,2024,3,13528,491100,BHHS Fox & Roach Center City-Society Hill,881001471,rentcast_candidate,rentcast,11,0,3,8,0,1000,1450,opa_backfill,2020+,rentcast_api,-75.182594,39.99115
1525 Green St,19130,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1920,3,3195,719100,Jbmp Group,881800500,rentcast_candidate,rentcast,2,0,1,1,0,1865,2150,opa_backfill,Pre-1950,rentcast_api,-75.163826,39.964394
315 New St,19106,,2158660050,info@elfantwissahickon.com,http://elfantwissahickon.com,,1870,,,,Elfant Wissahickon Realtors-Fishtown,,rentcast_candidate,rentcast,2,0,1,1,0,2400,2650,rentcast_estimate,Pre-1950,rentcast_api,-75.145327,39.95568
613 N Brooklyn St,19104,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,2026,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,9,0,8,1,0,1250,2200,rentcast_estimate,2020+,rentcast_api,-75.20755,39.962925
1731 Tilghman St,19122,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2024,5,31119,5287200,Jbmp Group,881000628,rentcast_candidate,rentcast,5,0,2,3,0,1695,2437,opa_backfill,2020+,rentcast_api,-75.137444,39.97699
257 N 3rd St,19106,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,1920,4,6040,1736700,JG Real Estate,881006210,rentcast_candidate,rentcast,2,0,2,0,0,1375,1550,opa_backfill,Pre-1950,rentcast_api,-75.144257,39.955582
4900 Walton Ave,19143,,,,,,,,,,,,rentcast_candidate,rentcast,3,0,1,2,0,1100,1250,unknown,,,-75.221291,39.948784
334-38 Lombard St,19147,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1922,3,10716,2009300,Jbmp Group,881504200,rentcast_candidate,rentcast,2,0,2,0,0,1695,1725,opa_backfill,Pre-1950,rentcast_api,-75.148628,39.94241
808-18 N 3rd St,19123,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1825,4,16864,7255500,Jbmp Group,881000892,rentcast_candidate,rentcast,2,0,1,1,0,1750,2000,opa_backfill,Pre-1950,rentcast_api,-75.143127,39.963871
2130 Arch St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1996,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,4,0,2,2,0,2170,3415,rentcast_estimate,1980-1999,rentcast_api,-75.175955,39.955847
6619 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2016,,,,Mgmt Residential,,rentcast_candidate,rentcast,2,0,2,0,0,1585,1585,rentcast_estimate,2010-2019,rentcast_api,-75.223412,40.039661
5508-00 Walnut St,19139,,6102063955,madalyneleby@gmail.com,http://phillyareahomesforsale.com/,,1925,,,,Opulent Realty Group LLC,,rentcast_candidate,rentcast,2,0,2,0,0,1050,1050,rentcast_estimate,Pre-1950,rentcast_api,-75.231918,39.957504
527 E Chelten Ave,19144,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,900,1050,unknown,,,-75.168274,40.042469
2400 W Montgomery Ave,19121,,2154223711,info@plusrealtors.com,http://www.plusrealtors.com,,2024,3,5688,957000,Plus Realtors,881000491,rentcast_candidate,rentcast,2,0,1,1,0,1247,1650,opa_backfill,2020+,rentcast_api,-75.173907,39.982168
2720 W Thompson St,19121,,2153540100,artem135@comcast.net,http://www.newcenturyre.com,,2022,3,3372,1330000,New Century Real Estate,881000225,rentcast_candidate,rentcast,3,0,2,1,0,1600,2700,opa_backfill,2020+,rentcast_api,-75.180832,39.976437
1533-1535 Ridge Ave,19130,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2022,5,21198,4888800,Skale Real Estate,881000293,rentcast_candidate,rentcast,2,0,2,0,0,1625,1675,opa_backfill,2020+,derived_from_email,-75.162483,39.968906
7105 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2023,3,6252,1350200,Mgmt Residential,881000679,rentcast_candidate,rentcast,2,0,2,0,0,1595,1695,opa_backfill,2020+,rentcast_api,-75.230011,40.044922
235 N Columbus Blvd,19106,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,2015,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,6,0,6,0,0,2050,2595,rentcast_estimate,2010-2019,rentcast_api,-75.138901,39.954899
1611-15 Ridge Ave,19130,,2153764444,raygaber@comcast.net,http://www.realtymark.net,,2020,5,10350,2099700,Realty Mark Associates-Kop,881442494,rentcast_candidate,rentcast,2,0,1,1,0,1650,1850,opa_backfill,2020+,rentcast_api,-75.163704,39.969788
3346 N Howard St,19140,,2152266200,amberrayrealtor@gmail.com,https://www.genesisrealtyphilly.com,,1945,,,,Genesis Real Estate Services,,rentcast_candidate,rentcast,2,0,1,1,0,1350,1550,rentcast_estimate,Pre-1950,rentcast_api,-75.129936,40.001259
5013 Springfield Ave,19143,,2159237600,daryl.turner@cbpref.com,https://www.coldwellbankerhomes.com//pa/philadelphia/office/old-city/oid_5052/,,2022,5,59830,11753600,Coldwell Banker Realty,881000813,rentcast_candidate,rentcast,4,0,1,3,0,1549,1799,opa_backfill,2020+,rentcast_api,-75.220436,39.944382
115 S 21st St,19103,,,,,,1900,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1695,1895,rentcast_estimate,Pre-1950,,-75.176346,39.953758
1601-3 Cherry St,19102,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1969,9,127458,38585900,Maxwell Realty Co,881000573,rentcast_candidate,rentcast,17,0,17,0,0,2060,2320,opa_backfill,1950-1979,rentcast_api,-75.166954,39.956047
1720 N 24th St,19121,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1920,,,,KW Empower,,rentcast_candidate,rentcast,3,0,3,0,0,1100,1100,rentcast_estimate,Pre-1950,derived_from_email,-75.174081,39.981488
4133 Brown St,19104,,6107245702,erin@opuselitere.com,https://www.opuselitere.com/,,1920,,,,Opus Elite Real Estate,,rentcast_candidate,rentcast,2,0,1,1,0,1150,1250,rentcast_estimate,Pre-1950,rentcast_api,-75.207146,39.96722
1155 S 15th St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2023,4,32640,6840100,Ocf Realty Llc,881000720,rentcast_candidate,rentcast,4,0,4,0,0,1342,1366,opa_backfill,2020+,rentcast_api,-75.168556,39.936413
6631 Blakemore St,19119,,2674624222,lhowell@rogrestore.com,https://www.rogrestore.com/,,1925,,,,Realty One Group Restore-BlueBell,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,rentcast_estimate,Pre-1950,rentcast_api,-75.176865,40.058849
2115 S 20th St,19145,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1250,1250,unknown,,,-75.179129,39.925152
538 Federal St,19147,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,1930,2,13680,4924700,Jbmp Group,881000674,rentcast_candidate,rentcast,2,0,1,1,0,1550,2600,opa_backfill,Pre-1950,rentcast_api,-75.154053,39.933407
6619 Blakemore St,19119,,2153572020,walt@2020realestate.net,https://www.waltmarchowsky.com,,1925,,,,20 20 Real Estate - Bensalem,,rentcast_candidate,rentcast,4,0,2,2,0,1050,1215,rentcast_estimate,Pre-1950,rentcast_api,-75.17646,40.058464
1438 Snyder Ave,19145,,2156273500,vicki@kwempower.com,https://www.searchphilly.house/,,1920,,,,KW Empower,,rentcast_candidate,rentcast,2,0,1,1,0,1250,1350,rentcast_estimate,Pre-1950,rentcast_api,-75.17125,39.924377
2101 Washington Ave,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2025,6,382389,63376800,Ocf Realty Llc,881000835,rentcast_candidate,rentcast,2,0,2,0,0,1454,2084,opa_backfill,2020+,rentcast_api,-75.17896,39.939707
235 S 15th St,19102,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1927,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,5,0,3,2,0,1330,2130,rentcast_estimate,Pre-1950,rentcast_api,-75.166069,39.94817
1602 Spruce St,19103,,6106478300,alexcoates3@gmail.com,https://kwdevonwayne.kw.com/,,1890,,,,Keller Williams Realty Devon-Wayne,,rentcast_candidate,rentcast,2,0,2,0,0,2395,2395,rentcast_estimate,Pre-1950,rentcast_api,-75.168289,39.94725
2427 E Allegheny Ave,19134,,2155647656,deborah@solorealty.com,https://www.solorealty.com,,1915,,,,"Solo Real Estate, Inc.",,rentcast_candidate,rentcast,2,0,1,1,0,1250,1500,rentcast_estimate,Pre-1950,rentcast_api,-75.105072,39.987522
1726 S 53rd St,19143,,2674675648,angie@parealestatepros.com,https://www.parealestatepros.com,,1920,,,,Real Estate Professionals,,rentcast_candidate,rentcast,2,0,1,1,0,1400,1600,rentcast_estimate,Pre-1950,derived_from_email,-75.21711,39.936672
2725 W Girard Ave,19130,,,,,,,,,,,,rentcast_candidate,rentcast,3,0,2,1,0,1550,1750,unknown,,,-75.181274,39.974522
4243 Mantua Ave,19104,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,2024,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,2,0,1,1,0,1100,1300,rentcast_estimate,2020+,rentcast_api,-75.209816,39.972141
1723 Mount Vernon St,19130,,2156273500,vicki@kwempower.com,http://www.homesweethomephl.com,,1909,,,,KW Empower,,rentcast_candidate,rentcast,2,0,1,1,0,1400,1550,rentcast_estimate,Pre-1950,rentcast_api,-75.166718,39.965427
875 Sansom St,19107,,2674358015,info@compass.com,https://www.compass.com,,2016,,,,COMPASS,,rentcast_candidate,rentcast,5,0,5,0,0,2425,2725,rentcast_estimate,2010-2019,derived_from_email,-75.15522,39.94911
3515 Midvale Ave,19129,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2022,5,36405,6319500,Skale Real Estate,881000429,rentcast_candidate,rentcast,4,0,1,3,0,1575,1938,opa_backfill,2020+,derived_from_email,-75.192703,40.013157
1733 W Erie Ave,19140,,6103920266,boris.kindij@gmail.com,http://teslarealtygroup.com,,1930,,,,"Tesla Realty Group, LLC",,rentcast_candidate,rentcast,3,0,1,2,0,1250,1470,rentcast_estimate,Pre-1950,rentcast_api,-75.15715,40.010296
4240 Chestnut St,19104,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2024,5,100295,24704300,Jbmp Group,881001159,rentcast_candidate,rentcast,2,0,1,1,0,1670,2108,opa_backfill,2020+,rentcast_api,-75.207772,39.956041
2401 N 2nd St,19133,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2025,6,80898,9672000,Jbmp Group,881000004,rentcast_candidate,rentcast,2,0,2,0,0,1300,1300,opa_backfill,2020+,rentcast_api,-75.135472,39.987202
1438 S 13th St,19147,,2674358015,info@compass.com,http://www.askbaldwin.com,,1915,,,,COMPASS,,rentcast_candidate,rentcast,2,0,1,1,0,1350,1550,rentcast_estimate,Pre-1950,rentcast_api,-75.166084,39.93177
711 W Thompson St,19122,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2021,4,102690,919800,Ocf Realty Llc,886671000,rentcast_candidate,rentcast,3,0,1,2,0,1645,1845,opa_backfill,2020+,rentcast_api,-75.149055,39.972046
3458 Frankford Ave,19134,,2672520223,joeloonstyn@gmail.com,,,1910,,,,Loonstyn Brothers Realty LLC,,rentcast_candidate,rentcast,3,0,3,0,0,1245,1250,rentcast_estimate,Pre-1950,,-75.103989,39.996689
500 N 13th St,19123,,2155457007,cristym@phillyliving.com,https://www.phillyliving.com,,1940,6,30450,5433200,"Philly LMG, LLC",881519532,rentcast_candidate,rentcast,2,0,2,0,0,2000,2000,opa_backfill,Pre-1950,derived_from_email,-75.159653,39.961414
503-29 N Columbus Blvd,19123,,2674358015,info@compass.com,http://jaimehyman.foxroach.com/,,,,,,COMPASS,,rentcast_candidate,rentcast,4,0,1,3,0,1610,2870,unknown,,rentcast_api,-75.13586,39.95925
1934 Green St,19130,,2152598121,info@heyphilly.rent,https://www.heyphilly.rent,,1920,,,,Hey Realty LLC,,rentcast_candidate,rentcast,2,0,1,1,0,2250,2600,rentcast_estimate,Pre-1950,derived_from_email,-75.170403,39.964737
126 N 53rd St,19139,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1925,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,3,0,3,0,0,850,1000,rentcast_estimate,Pre-1950,derived_from_email,-75.226585,39.962498
6621 Blakemore St,19119,,2674624222,lhowell@rogrestore.com,https://www.rogrestore.com/,,1925,,,,Realty One Group Restore-BlueBell,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,rentcast_estimate,Pre-1950,rentcast_api,-75.176529,40.058533
929 S 12th St,19147,,2156276005,clientservices@foxroach.com,https://societyhill.foxroach.com,,1915,4,12706,2192200,BHHS Fox & Roach Center City-Society Hill,881001110,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,opa_backfill,Pre-1950,rentcast_api,-75.162598,39.938728
6339 Carnation St,19144,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1175,1175,unknown,,,-75.178101,40.047867
5847 Willows Ave,19143,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1915,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,2,0,2,0,0,1295,1295,rentcast_estimate,Pre-1950,rentcast_api,-75.235016,39.93972
4330 Pine St,19104,,,,,,1900,,,,,,rentcast_candidate,rentcast,2,0,1,1,0,1225,1645,rentcast_estimate,Pre-1950,,-75.210403,39.951378
623 W Oxford St,19122,,2156273500,vicki@kwempower.com,http://www.rootedrealty.com,,1915,,,,KW Empower,,rentcast_candidate,rentcast,3,0,2,1,0,1100,1450,rentcast_estimate,Pre-1950,rentcast_api,-75.146439,39.975941
4373 Cresson St,19127,,2154835717,mkershawrealty@aol.com,https://www.bobenslin.com,,1930,,,,Kershaw Real Estate,,rentcast_candidate,rentcast,2,0,2,0,0,1650,1700,rentcast_estimate,Pre-1950,rentcast_api,-75.224113,40.026733
6803 Emlen St,19119,,,,,,1928,,,,,,rentcast_candidate,rentcast,3,0,3,0,0,1225,1385,rentcast_estimate,Pre-1950,,-75.19035,40.05002
6014 Irving St,19139,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,750,750,unknown,,,-75.242429,39.95713
1610 S 24th St,19145,,2153831439,info@tcsmgt.com,https://www.tcsmgt.com,,1925,,,,"TCS Management, LLC",,rentcast_candidate,rentcast,2,0,2,0,0,1200,1200,rentcast_estimate,Pre-1950,rentcast_api,-75.184959,39.93232
1909 W Chew Ave,19141,,,,,,1945,2,2240,398100,AZURE HOMES LLC,881001090,rentcast_candidate,rentcast,2,0,1,1,0,1500,1500,opa_backfill,Pre-1950,,-75.152767,40.040585
6100 Henry Ave,19128,,2154835717,mkershawrealty@aol.com,https://www.bobenslin.com,,1960,,,,Kershaw Real Estate,,rentcast_candidate,rentcast,2,0,1,1,0,1735,1800,rentcast_estimate,1950-1979,rentcast_api,-75.21135,40.03747
813 N Broad St,19123,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2024,4,48860,9492500,Ocf Realty Llc,881001116,rentcast_candidate,rentcast,2,0,2,0,0,1398,1415,opa_backfill,2020+,rentcast_api,-75.159676,39.968681
1601 Cherry St,19102,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1969,9,127458,38585900,Maxwell Realty Co,881000573,rentcast_candidate,rentcast,3,0,1,2,0,2080,3045,opa_backfill,1950-1979,rentcast_api,-75.166946,39.956051
6649 Blakemore St,19119,,2677679370,aleere2022@gmail.com,https://www.thehomegirltasha.com/,,1925,,,,Realty One Group Focus,,rentcast_candidate,rentcast,3,0,3,0,0,1425,1425,rentcast_estimate,Pre-1950,rentcast_api,-75.177483,40.059483
